Location,Boolean,Year,BloomDate
Hakodate,True,1988,1988-05-02
Kutchan,False,1988,1988-05-14
Monbetsu,False,1988,1988-05-11
Hiroo,False,1988,1988-05-07
Shinjo,False,1988,1988-04-26
Aomori,True,1988,1988-04-28
Hachinohe,False,1988,1988-04-27
Akita,True,1988,1988-04-23
Morioka,True,1988,1988-04-27
Miyako,False,1988,1988-04-20
Sakata,False,1988,1988-04-20
Yamagata,True,1988,1988-04-20
Sendai,True,1988,1988-04-17
Fukushima,True,1988,1988-04-16
Shirakawa,False,1988,1988-04-20
Onahama,False,1988,1988-04-13
Wajima,False,1988,1988-04-15
Aikawa,False,1988,1988-04-20
Niigata,True,1988,1988-04-16
Kanazawa,True,1988,1988-04-12
Toyama,True,1988,1988-04-14
Nagano,True,1988,1988-04-20
Takada,False,1988,1988-04-14
Utsunomiya,True,1988,1988-04-07
Fukui,True,1988,1988-04-12
Takayama,False,1988,1988-04-22
Matsumoto,False,1988,1988-04-19
Maebashi,True,1988,1988-04-05
Kumagaya,True,1988,1988-04-04
Mito,True,1988,1988-04-06
Tsuruga,False,1988,1988-04-12
Gifu,True,1988,1988-04-03
Nagoya,True,1988,1988-04-03
Iida,False,1988,1988-04-14
Kofu,True,1988,1988-04-04
Choshi,True,1988,1988-04-03
Tsu,True,1988,1988-04-05
Hamamatsu,False,1988,1988-04-03
Shizuoka,True,1988,1988-04-03
Tokyo Japan,True,1988,1988-04-02
Owashi,False,1988,1988-03-30
Yokohama,True,1988,1988-04-02
Tateyama,False,1988,1988-04-05
Oshima,False,1988,1988-04-05
Miyakejima,False,1988,1988-04-04
Hachijojima,False,1988,1988-04-03
Saigo,False,1988,1988-04-11
Matsue,True,1988,1988-04-10
Yonago,False,1988,1988-04-11
Tottori,True,1988,1988-04-11
Toyooka,False,1988,1988-04-13
Maizuru,False,1988,1988-04-12
Hamada,False,1988,1988-04-06
Kyoto,True,1988,1988-04-05
Hikone,True,1988,1988-04-07
Hiroshima,True,1988,1988-04-03
Okayama,True,1988,1988-04-05
Kobe,True,1988,1988-04-05
Osaka,True,1988,1988-04-05
Sumoto,False,1988,1988-04-06
Wakayama,True,1988,1988-04-05
Shio Misaki,False,1988,1988-04-05
Nara,True,1988,1988-04-07
Matsuyama,True,1988,1988-04-03
Takamatsu,True,1988,1988-04-05
Uwajima,False,1988,1988-04-02
Kochi,True,1988,1988-03-28
Tokushima,True,1988,1988-04-05
Shimonoseki,True,1988,1988-04-04
Mikihara,False,1988,1988-04-02
Fukuoka,True,1988,1988-04-02
Saga,True,1988,1988-04-02
Oita,True,1988,1988-04-02
Fukue,False,1988,1988-04-01
Nagasaki,True,1988,1988-04-01
Kumamoto,True,1988,1988-04-01
Nobeoka,False,1988,1988-04-02
Kagoshima,True,1988,1988-04-03
Miyazaki,True,1988,1988-04-02
Yakushima,False,1988,
Tanegashima,False,1988,1988-03-31
Naze,True,1988,1988-01-12
Yonaguni Island,False,1988,
Ishigaki Island,True,1988,1988-01-01
Miyakojima,True,1988,1988-01-17
Kumejima,False,1988,1988-01-06
Naha,True,1988,1988-01-19
Nago,False,1988,1988-01-04
Iriomote Island,False,1988,1988-01-15
Minami Daito Island,True,1988,1988-01-29
Wakkanai,True,1989,1989-05-16
Rumoi,False,1989,1989-05-03
Asahikawa,True,1989,1989-05-03
Abashiri,True,1989,1989-05-16
Sapporo,True,1989,1989-04-29
Iwamizawa,False,1989,1989-04-28
Obihiro,True,1989,1989-05-05
Kushiro,True,1989,1989-05-18
Nemuro,False,1989,1989-05-20
Muroran,True,1989,1989-04-30
Urakawa,False,1989,1989-05-08
Esashi,False,1989,1989-04-23
Hakodate,True,1989,1989-04-23
Kutchan,False,1989,1989-05-05
Monbetsu,False,1989,1989-05-15
Hiroo,False,1989,1989-05-07
Shinjo,False,1989,1989-04-14
Aomori,True,1989,1989-04-15
Hachinohe,False,1989,1989-04-15
Akita,True,1989,1989-04-10
Morioka,True,1989,1989-04-14
Miyako,False,1989,1989-04-13
Sakata,False,1989,1989-04-06
Yamagata,True,1989,1989-04-07
Sendai,True,1989,1989-04-03
Fukushima,True,1989,1989-04-01
Shirakawa,False,1989,1989-04-09
Onahama,False,1989,1989-03-30
Wajima,False,1989,1989-04-01
Aikawa,False,1989,1989-04-07
Niigata,True,1989,1989-04-01
Kanazawa,True,1989,1989-03-26
Toyama,True,1989,1989-03-29
Nagano,True,1989,1989-04-06
Takada,False,1989,1989-03-31
Utsunomiya,True,1989,1989-03-27
Fukui,True,1989,1989-03-28
Takayama,False,1989,1989-04-09
Matsumoto,False,1989,1989-04-04
Maebashi,True,1989,1989-03-26
Kumagaya,True,1989,1989-03-26
Mito,True,1989,1989-03-27
Tsuruga,False,1989,1989-03-24
Gifu,True,1989,1989-03-16
Nagoya,True,1989,1989-03-17
Iida,False,1989,1989-03-29
Kofu,True,1989,1989-03-25
Choshi,True,1989,1989-03-20
Tsu,True,1989,1989-03-25
Hamamatsu,False,1989,1989-03-21
Shizuoka,True,1989,1989-03-21
Tokyo Japan,True,1989,1989-03-20
Owashi,False,1989,1989-03-17
Yokohama,True,1989,1989-03-21
Tateyama,False,1989,1989-03-25
Oshima,False,1989,1989-03-22
Miyakejima,False,1989,1989-03-16
Hachijojima,False,1989,1989-03-29
Saigo,False,1989,1989-03-30
Matsue,True,1989,1989-03-28
Yonago,False,1989,1989-03-29
Tottori,True,1989,1989-03-29
Toyooka,False,1989,1989-03-30
Maizuru,False,1989,1989-03-30
Hamada,False,1989,1989-03-26
Kyoto,True,1989,1989-03-24
Hikone,True,1989,1989-03-30
Hiroshima,True,1989,1989-03-25
Okayama,True,1989,1989-03-26
Kobe,True,1989,1989-03-25
Osaka,True,1989,1989-03-25
Sumoto,False,1989,1989-03-19
Wakayama,True,1989,1989-03-20
Shio Misaki,False,1989,1989-03-20
Nara,True,1989,1989-03-25
Matsuyama,True,1989,1989-03-21
Takamatsu,True,1989,1989-03-24
Uwajima,False,1989,1989-03-15
Kochi,True,1989,1989-03-15
Tokushima,True,1989,1989-03-23
Shimonoseki,True,1989,1989-03-22
Mikihara,False,1989,1989-03-22
Fukuoka,True,1989,1989-03-17
Saga,True,1989,1989-03-20
Oita,True,1989,1989-03-20
Fukue,False,1989,1989-03-22
Nagasaki,True,1989,1989-03-18
Kumamoto,True,1989,1989-03-18
Nobeoka,False,1989,1989-03-16
Kagoshima,True,1989,1989-03-25
Miyazaki,True,1989,1989-03-22
Yakushima,False,1989,
Tanegashima,False,1989,1989-03-22
Naze,True,1989,1989-01-06
Yonaguni Island,False,1989,
Ishigaki Island,True,1989,1988-12-27
Miyakojima,True,1989,1989-01-08
Kumejima,False,1989,1988-12-31
Naha,True,1989,1989-01-09
Nago,False,1989,1988-12-31
Iriomote Island,False,1989,1989-01-15
Minami Daito Island,True,1989,1989-01-17
Wakkanai,True,1990,1990-05-06
Rumoi,False,1990,1990-04-26
Asahikawa,True,1990,1990-04-28
Abashiri,True,1990,1990-05-07
Sapporo,True,1990,1990-04-25
Iwamizawa,False,1990,1990-04-26
Obihiro,True,1990,1990-05-01
Kushiro,True,1990,1990-05-10
Nemuro,False,1990,1990-05-11
Muroran,True,1990,1990-04-26
Urakawa,False,1990,1990-05-06
Esashi,False,1990,1990-04-23
Hakodate,True,1990,1990-04-22
Kutchan,False,1990,1990-05-06
Monbetsu,False,1990,1990-05-06
Hiroo,False,1990,1990-05-03
Shinjo,False,1990,1990-04-13
Aomori,True,1990,1990-04-15
Hachinohe,False,1990,1990-04-12
Akita,True,1990,1990-04-10
Morioka,True,1990,1990-04-13
Miyako,False,1990,1990-04-11
Sakata,False,1990,1990-04-07
Yamagata,True,1990,1990-04-09
Sendai,True,1990,1990-04-03
Fukushima,True,1990,1990-04-03
Shirakawa,False,1990,1990-04-08
Onahama,False,1990,1990-03-30
Wajima,False,1990,1990-04-02
Aikawa,False,1990,1990-04-04
Niigata,True,1990,1990-04-01
Kanazawa,True,1990,1990-03-28
Toyama,True,1990,1990-04-01
Nagano,True,1990,1990-04-07
Takada,False,1990,1990-04-01
Utsunomiya,True,1990,1990-03-25
Fukui,True,1990,1990-03-27
Takayama,False,1990,1990-04-09
Matsumoto,False,1990,1990-04-04
Maebashi,True,1990,1990-03-24
Kumagaya,True,1990,1990-03-22
Mito,True,1990,1990-03-25
Tsuruga,False,1990,1990-03-25
Gifu,True,1990,1990-03-17
Nagoya,True,1990,1990-03-17
Iida,False,1990,1990-03-28
Kofu,True,1990,1990-03-20
Choshi,True,1990,1990-03-21
Tsu,True,1990,1990-03-22
Hamamatsu,False,1990,1990-03-17
Shizuoka,True,1990,1990-03-20
Tokyo Japan,True,1990,1990-03-20
Owashi,False,1990,1990-03-20
Yokohama,True,1990,1990-03-18
Tateyama,False,1990,1990-03-20
Oshima,False,1990,1990-03-20
Miyakejima,False,1990,1990-03-20
Hachijojima,False,1990,1990-03-30
Saigo,False,1990,1990-03-27
Matsue,True,1990,1990-03-24
Yonago,False,1990,1990-03-24
Tottori,True,1990,1990-03-24
Toyooka,False,1990,1990-03-28
Maizuru,False,1990,1990-03-26
Hamada,False,1990,1990-03-20
Kyoto,True,1990,1990-03-21
Hikone,True,1990,1990-03-23
Hiroshima,True,1990,1990-03-20
Okayama,True,1990,1990-03-23
Kobe,True,1990,1990-03-21
Osaka,True,1990,1990-03-21
Sumoto,False,1990,1990-03-21
Wakayama,True,1990,1990-03-19
Shio Misaki,False,1990,1990-03-23
Nara,True,1990,1990-03-23
Matsuyama,True,1990,1990-03-18
Takamatsu,True,1990,1990-03-21
Uwajima,False,1990,1990-03-15
Kochi,True,1990,1990-03-14
Tokushima,True,1990,1990-03-21
Shimonoseki,True,1990,1990-03-20
Mikihara,False,1990,1990-03-18
Fukuoka,True,1990,1990-03-14
Saga,True,1990,1990-03-17
Oita,True,1990,1990-03-16
Fukue,False,1990,1990-03-19
Nagasaki,True,1990,1990-03-15
Kumamoto,True,1990,1990-03-17
Nobeoka,False,1990,1990-03-21
Kagoshima,True,1990,1990-03-22
Miyazaki,True,1990,1990-03-19
Yakushima,False,1990,
Tanegashima,False,1990,1990-03-19
Naze,True,1990,1990-01-14
Yonaguni Island,False,1990,
Ishigaki Island,True,1990,1990-01-05
Miyakojima,True,1990,1990-01-11
Kumejima,False,1990,1989-12-31
Naha,True,1990,1990-01-21
Nago,False,1990,1989-12-30
Iriomote Island,False,1990,1990-01-18
Minami Daito Island,True,1990,1990-01-16
Wakkanai,True,1991,1991-05-14
Rumoi,False,1991,1991-05-07
Asahikawa,True,1991,1991-05-05
Abashiri,True,1991,1991-05-08
Sapporo,True,1991,1991-05-02
Iwamizawa,False,1991,1991-05-04
Obihiro,True,1991,1991-05-04
Kushiro,True,1991,1991-05-11
Nemuro,False,1991,1991-05-13
Muroran,True,1991,1991-05-02
Urakawa,False,1991,1991-05-07
Esashi,False,1991,1991-04-30
Hakodate,True,1991,1991-04-28
Kutchan,False,1991,1991-05-09
Monbetsu,False,1991,1991-05-07
Hiroo,False,1991,1991-05-04
Shinjo,False,1991,1991-04-17
Aomori,True,1991,1991-04-24
Hachinohe,False,1991,1991-04-19
Akita,True,1991,1991-04-16
Morioka,True,1991,1991-04-17
Miyako,False,1991,1991-04-17
Sakata,False,1991,1991-04-13
Yamagata,True,1991,1991-04-12
Sendai,True,1991,1991-04-11
Fukushima,True,1991,1991-04-09
Shirakawa,False,1991,1991-04-12
Onahama,False,1991,1991-04-09
Wajima,False,1991,1991-04-11
Aikawa,False,1991,1991-04-13
Niigata,True,1991,1991-04-11
Kanazawa,True,1991,1991-04-07
Toyama,True,1991,1991-04-10
Nagano,True,1991,1991-04-12
Takada,False,1991,1991-04-10
Utsunomiya,True,1991,1991-04-04
Fukui,True,1991,1991-04-06
Takayama,False,1991,1991-04-15
Matsumoto,False,1991,1991-04-10
Maebashi,True,1991,1991-03-31
Kumagaya,True,1991,1991-03-29
Mito,True,1991,1991-04-05
Tsuruga,False,1991,1991-04-04
Gifu,True,1991,1991-03-28
Nagoya,True,1991,1991-03-28
Iida,False,1991,1991-04-05
Kofu,True,1991,1991-03-29
Choshi,True,1991,1991-04-01
Tsu,True,1991,1991-04-01
Hamamatsu,False,1991,1991-03-30
Shizuoka,True,1991,1991-03-31
Tokyo Japan,True,1991,1991-03-30
Owashi,False,1991,1991-03-29
Yokohama,True,1991,1991-03-29
Tateyama,False,1991,1991-04-03
Oshima,False,1991,1991-03-27
Miyakejima,False,1991,1991-03-28
Hachijojima,False,1991,1991-04-03
Saigo,False,1991,1991-04-09
Matsue,True,1991,1991-04-07
Yonago,False,1991,1991-04-05
Tottori,True,1991,1991-04-05
Toyooka,False,1991,1991-04-06
Maizuru,False,1991,1991-04-05
Hamada,False,1991,1991-04-04
Kyoto,True,1991,1991-03-30
Hikone,True,1991,1991-04-04
Hiroshima,True,1991,1991-03-31
Okayama,True,1991,1991-03-31
Kobe,True,1991,1991-03-29
Osaka,True,1991,1991-03-29
Sumoto,False,1991,1991-04-03
Wakayama,True,1991,1991-03-27
Shio Misaki,False,1991,1991-03-27
Nara,True,1991,1991-03-28
Matsuyama,True,1991,1991-03-28
Takamatsu,True,1991,1991-03-29
Uwajima,False,1991,1991-03-24
Kochi,True,1991,1991-03-24
Tokushima,True,1991,1991-03-29
Shimonoseki,True,1991,1991-04-05
Mikihara,False,1991,1991-04-03
Fukuoka,True,1991,1991-03-29
Saga,True,1991,1991-03-29
Oita,True,1991,1991-03-28
Fukue,False,1991,1991-03-29
Nagasaki,True,1991,1991-03-27
Kumamoto,True,1991,1991-03-27
Nobeoka,False,1991,1991-03-27
Kagoshima,True,1991,1991-03-24
Miyazaki,True,1991,1991-03-20
Yakushima,False,1991,1991-03-25
Tanegashima,False,1991,1991-03-24
Naze,True,1991,1991-01-22
Yonaguni Island,False,1991,
Ishigaki Island,True,1991,1991-01-24
Miyakojima,True,1991,1991-01-20
Kumejima,False,1991,1991-01-02
Naha,True,1991,1991-01-24
Nago,False,1991,1991-01-07
Iriomote Island,False,1991,1991-01-27
Minami Daito Island,True,1991,1991-01-22
Wakkanai,True,1992,1992-05-17
Rumoi,False,1992,1992-05-12
Asahikawa,True,1992,1992-05-09
Abashiri,True,1992,1992-05-13
Sapporo,True,1992,1992-05-04
Iwamizawa,False,1992,1992-05-09
Obihiro,True,1992,1992-05-06
Kushiro,True,1992,1992-05-17
Nemuro,False,1992,1992-05-24
Muroran,True,1992,1992-05-06
Urakawa,False,1992,1992-05-12
Esashi,False,1992,1992-04-28
Hakodate,True,1992,1992-04-28
Kutchan,False,1992,1992-05-10
Monbetsu,False,1992,1992-05-11
Hiroo,False,1992,1992-05-10
Shinjo,False,1992,1992-04-19
Aomori,True,1992,1992-04-22
Hachinohe,False,1992,1992-04-21
Akita,True,1992,1992-04-17
Morioka,True,1992,1992-04-21
Miyako,False,1992,1992-04-21
Sakata,False,1992,1992-04-10
Yamagata,True,1992,1992-04-12
Sendai,True,1992,1992-04-06
Fukushima,True,1992,1992-04-05
Shirakawa,False,1992,1992-04-10
Onahama,False,1992,1992-04-02
Wajima,False,1992,1992-04-05
Aikawa,False,1992,1992-04-08
Niigata,True,1992,1992-04-05
Kanazawa,True,1992,1992-04-02
Toyama,True,1992,1992-04-04
Nagano,True,1992,1992-04-09
Takada,False,1992,1992-04-05
Utsunomiya,True,1992,1992-03-30
Fukui,True,1992,1992-04-01
Takayama,False,1992,1992-04-10
Matsumoto,False,1992,1992-04-06
Maebashi,True,1992,1992-03-26
Kumagaya,True,1992,1992-03-22
Mito,True,1992,1992-03-31
Tsuruga,False,1992,1992-03-29
Gifu,True,1992,1992-03-24
Nagoya,True,1992,1992-03-21
Iida,False,1992,1992-03-30
Kofu,True,1992,1992-03-24
Choshi,True,1992,1992-03-28
Tsu,True,1992,1992-03-28
Hamamatsu,False,1992,1992-03-26
Shizuoka,True,1992,1992-03-24
Tokyo Japan,True,1992,1992-03-24
Owashi,False,1992,1992-03-25
Yokohama,True,1992,1992-03-23
Tateyama,False,1992,1992-03-27
Oshima,False,1992,1992-03-26
Miyakejima,False,1992,1992-03-31
Hachijojima,False,1992,1992-03-30
Saigo,False,1992,1992-03-31
Matsue,True,1992,1992-03-30
Yonago,False,1992,1992-03-31
Tottori,True,1992,1992-03-31
Toyooka,False,1992,1992-04-02
Maizuru,False,1992,1992-03-31
Hamada,False,1992,1992-03-26
Kyoto,True,1992,1992-03-27
Hikone,True,1992,1992-03-31
Hiroshima,True,1992,1992-03-27
Okayama,True,1992,1992-03-30
Kobe,True,1992,1992-03-27
Osaka,True,1992,1992-03-26
Sumoto,False,1992,1992-03-26
Wakayama,True,1992,1992-03-25
Shio Misaki,False,1992,1992-03-28
Nara,True,1992,1992-03-26
Matsuyama,True,1992,1992-03-25
Takamatsu,True,1992,1992-03-25
Uwajima,False,1992,1992-03-23
Kochi,True,1992,1992-03-25
Tokushima,True,1992,1992-03-29
Shimonoseki,True,1992,1992-03-27
Mikihara,False,1992,1992-03-25
Fukuoka,True,1992,1992-03-22
Saga,True,1992,1992-03-25
Oita,True,1992,1992-03-26
Fukue,False,1992,1992-03-22
Nagasaki,True,1992,1992-03-22
Kumamoto,True,1992,1992-03-18
Nobeoka,False,1992,1992-03-24
Kagoshima,True,1992,1992-03-26
Miyazaki,True,1992,1992-03-24
Yakushima,False,1992,
Tanegashima,False,1992,1992-03-27
Naze,True,1992,1992-01-17
Yonaguni Island,False,1992,1992-01-24
Ishigaki Island,True,1992,1992-01-05
Miyakojima,True,1992,1992-01-10
Kumejima,False,1992,1992-01-05
Naha,True,1992,1992-01-26
Nago,False,1992,1992-01-06
Iriomote Island,False,1992,1992-01-21
Minami Daito Island,True,1992,1992-01-20
Wakkanai,True,1993,1993-05-15
Rumoi,False,1993,1993-05-12
Asahikawa,True,1993,1993-05-08
Abashiri,True,1993,1993-05-20
Sapporo,True,1993,1993-05-06
Iwamizawa,False,1993,1993-05-07
Obihiro,True,1993,1993-05-08
Kushiro,True,1993,1993-05-16
Nemuro,False,1993,
Muroran,True,1993,1993-05-04
Urakawa,False,1993,1993-05-12
Esashi,False,1993,1993-05-01
Hakodate,True,1993,1993-04-27
Kutchan,False,1993,1993-05-12
Monbetsu,False,1993,1993-05-17
Hiroo,False,1993,1993-05-13
Shinjo,False,1993,1993-04-21
Aomori,True,1993,1993-04-23
Hachinohe,False,1993,1993-04-21
Akita,True,1993,1993-04-19
Morioka,True,1993,1993-04-23
Miyako,False,1993,1993-04-20
Sakata,False,1993,1993-04-16
Yamagata,True,1993,1993-04-16
Sendai,True,1993,1993-04-09
Fukushima,True,1993,1993-04-12
Shirakawa,False,1993,1993-04-16
Onahama,False,1993,1993-04-08
Wajima,False,1993,1993-04-08
Aikawa,False,1993,1993-04-14
Niigata,True,1993,1993-04-09
Kanazawa,True,1993,1993-04-02
Toyama,True,1993,1993-04-11
Nagano,True,1993,1993-04-18
Takada,False,1993,1993-04-11
Utsunomiya,True,1993,1993-04-02
Fukui,True,1993,1993-04-04
Takayama,False,1993,1993-04-21
Matsumoto,False,1993,1993-04-14
Maebashi,True,1993,1993-03-27
Kumagaya,True,1993,1993-03-25
Mito,True,1993,1993-04-02
Tsuruga,False,1993,1993-04-02
Gifu,True,1993,1993-03-27
Nagoya,True,1993,1993-03-26
Iida,False,1993,1993-04-03
Kofu,True,1993,1993-03-26
Choshi,True,1993,1993-04-04
Tsu,True,1993,1993-04-02
Hamamatsu,False,1993,1993-03-31
Shizuoka,True,1993,1993-03-30
Tokyo Japan,True,1993,1993-03-24
Owashi,False,1993,1993-03-27
Yokohama,True,1993,1993-03-24
Tateyama,False,1993,1993-04-02
Oshima,False,1993,1993-04-01
Miyakejima,False,1993,1993-04-01
Hachijojima,False,1993,1993-04-09
Saigo,False,1993,1993-04-02
Matsue,True,1993,1993-04-01
Yonago,False,1993,1993-04-01
Tottori,True,1993,1993-04-01
Toyooka,False,1993,1993-04-03
Maizuru,False,1993,1993-04-03
Hamada,False,1993,1993-03-30
Kyoto,True,1993,1993-03-28
Hikone,True,1993,1993-04-03
Hiroshima,True,1993,1993-03-26
Okayama,True,1993,1993-03-29
Kobe,True,1993,1993-03-29
Osaka,True,1993,1993-03-29
Sumoto,False,1993,1993-03-31
Wakayama,True,1993,1993-03-28
Shio Misaki,False,1993,1993-04-02
Nara,True,1993,1993-03-30
Matsuyama,True,1993,1993-03-26
Takamatsu,True,1993,1993-03-27
Uwajima,False,1993,1993-03-30
Kochi,True,1993,1993-03-29
Tokushima,True,1993,1993-03-30
Shimonoseki,True,1993,1993-04-02
Mikihara,False,1993,1993-03-27
Fukuoka,True,1993,1993-03-24
Saga,True,1993,1993-03-29
Oita,True,1993,1993-03-27
Fukue,False,1993,1993-03-31
Nagasaki,True,1993,1993-03-30
Kumamoto,True,1993,1993-03-27
Nobeoka,False,1993,1993-04-01
Kagoshima,True,1993,1993-03-31
Miyazaki,True,1993,1993-04-02
Yakushima,False,1993,
Tanegashima,False,1993,1993-03-29
Naze,True,1993,1993-01-18
Yonaguni Island,False,1993,1993-02-02
Ishigaki Island,True,1993,1993-01-04
Miyakojima,True,1993,1993-01-06
Kumejima,False,1993,1993-01-07
Naha,True,1993,1993-01-23
Nago,False,1993,1993-01-04
Iriomote Island,False,1993,1993-01-14
Minami Daito Island,True,1993,1993-01-04
Wakkanai,True,1994,1994-05-16
Rumoi,False,1994,1994-05-14
Asahikawa,True,1994,1994-05-11
Abashiri,True,1994,1994-05-13
Sapporo,True,1994,1994-05-06
Iwamizawa,False,1994,1994-05-08
Obihiro,True,1994,1994-05-06
Kushiro,True,1994,1994-05-13
Nemuro,False,1994,1994-05-19
Muroran,True,1994,1994-05-06
Urakawa,False,1994,1994-05-13
Esashi,False,1994,
Hakodate,True,1994,1994-04-30
Kutchan,False,1994,1994-05-14
Monbetsu,False,1994,1994-05-11
Hiroo,False,1994,1994-05-08
Shinjo,False,1994,1994-04-20
Aomori,True,1994,1994-04-22
Hachinohe,False,1994,1994-04-23
Akita,True,1994,1994-04-19
Morioka,True,1994,1994-04-21
Miyako,False,1994,1994-04-17
Sakata,False,1994,1994-04-15
Yamagata,True,1994,1994-04-15
Sendai,True,1994,1994-04-11
Fukushima,True,1994,1994-04-08
Shirakawa,False,1994,1994-04-14
Onahama,False,1994,1994-04-07
Wajima,False,1994,1994-04-12
Aikawa,False,1994,1994-04-13
Niigata,True,1994,1994-04-11
Kanazawa,True,1994,1994-04-11
Toyama,True,1994,1994-04-11
Nagano,True,1994,1994-04-15
Takada,False,1994,1994-04-10
Utsunomiya,True,1994,1994-04-04
Fukui,True,1994,1994-04-07
Takayama,False,1994,1994-04-18
Matsumoto,False,1994,1994-04-14
Maebashi,True,1994,1994-04-02
Kumagaya,True,1994,1994-04-01
Mito,True,1994,1994-04-05
Tsuruga,False,1994,1994-04-05
Gifu,True,1994,1994-03-31
Nagoya,True,1994,1994-03-31
Iida,False,1994,1994-04-06
Kofu,True,1994,1994-04-01
Choshi,True,1994,1994-04-04
Tsu,True,1994,1994-04-03
Hamamatsu,False,1994,1994-04-03
Shizuoka,True,1994,1994-04-02
Tokyo Japan,True,1994,1994-03-31
Owashi,False,1994,1994-04-02
Yokohama,True,1994,1994-04-01
Tateyama,False,1994,1994-04-03
Oshima,False,1994,1994-04-03
Miyakejima,False,1994,1994-04-03
Hachijojima,False,1994,1994-04-04
Saigo,False,1994,1994-04-07
Matsue,True,1994,1994-04-05
Yonago,False,1994,1994-04-05
Tottori,True,1994,1994-04-05
Toyooka,False,1994,1994-04-06
Maizuru,False,1994,1994-04-06
Hamada,False,1994,1994-04-02
Kyoto,True,1994,1994-04-03
Hikone,True,1994,1994-04-05
Hiroshima,True,1994,1994-03-31
Okayama,True,1994,1994-04-03
Kobe,True,1994,1994-04-02
Osaka,True,1994,1994-03-31
Sumoto,False,1994,1994-04-02
Wakayama,True,1994,1994-04-01
Shio Misaki,False,1994,1994-04-03
Nara,True,1994,1994-04-03
Matsuyama,True,1994,1994-03-31
Takamatsu,True,1994,1994-04-02
Uwajima,False,1994,1994-03-29
Kochi,True,1994,1994-03-30
Tokushima,True,1994,1994-04-02
Shimonoseki,True,1994,1994-04-02
Mikihara,False,1994,1994-04-01
Fukuoka,True,1994,1994-03-29
Saga,True,1994,1994-03-29
Oita,True,1994,1994-03-30
Fukue,False,1994,1994-04-02
Nagasaki,True,1994,1994-03-30
Kumamoto,True,1994,1994-03-29
Nobeoka,False,1994,1994-03-30
Kagoshima,True,1994,1994-03-29
Miyazaki,True,1994,1994-03-30
Yakushima,False,1994,
Tanegashima,False,1994,1994-03-29
Naze,True,1994,1994-01-19
Yonaguni Island,False,1994,1994-01-18
Ishigaki Island,True,1994,1994-01-15
Miyakojima,True,1994,1994-01-05
Kumejima,False,1994,1994-01-12
Naha,True,1994,1994-01-20
Nago,False,1994,1994-01-10
Iriomote Island,False,1994,1994-01-21
Minami Daito Island,True,1994,1994-01-07
Wakkanai,True,1995,1995-05-08
Rumoi,False,1995,1995-05-05
Asahikawa,True,1995,1995-05-02
Abashiri,True,1995,1995-05-08
Sapporo,True,1995,1995-05-01
Iwamizawa,False,1995,1995-05-03
Obihiro,True,1995,1995-05-04
Kushiro,True,1995,1995-05-14
Nemuro,False,1995,1995-05-18
Muroran,True,1995,1995-05-05
Urakawa,False,1995,1995-05-09
Esashi,False,1995,1995-04-29
Hakodate,True,1995,1995-04-30
Kutchan,False,1995,1995-05-08
Monbetsu,False,1995,1995-05-07
Hiroo,False,1995,1995-05-05
Shinjo,False,1995,1995-04-20
Aomori,True,1995,1995-04-24
Hachinohe,False,1995,1995-04-23
Akita,True,1995,1995-04-18
Morioka,True,1995,1995-04-24
Miyako,False,1995,1995-04-22
Sakata,False,1995,1995-04-15
Yamagata,True,1995,1995-04-17
Sendai,True,1995,1995-04-11
Fukushima,True,1995,1995-04-09
Shirakawa,False,1995,1995-04-18
Onahama,False,1995,1995-04-06
Wajima,False,1995,1995-04-10
Aikawa,False,1995,1995-04-14
Niigata,True,1995,1995-04-09
Kanazawa,True,1995,1995-04-08
Toyama,True,1995,1995-04-07
Nagano,True,1995,1995-04-17
Takada,False,1995,1995-04-08
Utsunomiya,True,1995,1995-04-04
Fukui,True,1995,1995-04-05
Takayama,False,1995,1995-04-18
Matsumoto,False,1995,1995-04-14
Maebashi,True,1995,1995-04-05
Kumagaya,True,1995,1995-04-02
Mito,True,1995,1995-04-05
Tsuruga,False,1995,1995-04-04
Gifu,True,1995,1995-03-27
Nagoya,True,1995,1995-03-27
Iida,False,1995,1995-04-06
Kofu,True,1995,1995-03-31
Choshi,True,1995,1995-04-02
Tsu,True,1995,1995-04-03
Hamamatsu,False,1995,1995-03-31
Shizuoka,True,1995,1995-04-01
Tokyo Japan,True,1995,1995-03-31
Owashi,False,1995,1995-03-31
Yokohama,True,1995,1995-03-31
Tateyama,False,1995,1995-04-05
Oshima,False,1995,1995-04-01
Miyakejima,False,1995,1995-04-05
Hachijojima,False,1995,1995-04-02
Saigo,False,1995,1995-04-06
Matsue,True,1995,1995-04-03
Yonago,False,1995,1995-04-04
Tottori,True,1995,1995-04-04
Toyooka,False,1995,1995-04-06
Maizuru,False,1995,1995-04-06
Hamada,False,1995,1995-03-31
Kyoto,True,1995,1995-03-31
Hikone,True,1995,1995-04-01
Hiroshima,True,1995,1995-03-29
Okayama,True,1995,1995-04-01
Kobe,True,1995,1995-03-31
Osaka,True,1995,1995-03-31
Sumoto,False,1995,1995-04-04
Wakayama,True,1995,1995-03-28
Shio Misaki,False,1995,1995-03-31
Nara,True,1995,1995-04-01
Matsuyama,True,1995,1995-03-30
Takamatsu,True,1995,1995-03-31
Uwajima,False,1995,1995-03-27
Kochi,True,1995,1995-03-28
Tokushima,True,1995,1995-03-29
Shimonoseki,True,1995,1995-04-01
